x,y,gra
0,502,5.2
0,504,5.2
0,506,5.2
0,508,5.2
0,510,5.2
0,512,5.2
0,514,5.3
0,516,5.3
0,518,5.3
0,520,5.3
0,522,5.3
0,524,5.2
0,526,5.2
0,528,5.2
0,530,5.2
0,532,5.2
0,534,5.2
0,536,5.2
0,538,5.1
0,540,5.1
0,542,5.1
0,544,5
0,546,5
0,548,4.9
0,550,4.9
0,552,4.9
0,554,4.8
0,556,4.8
0,558,4.8
0,560,4.7
0,562,4.7
0,564,4.7
0,566,4.7
0,568,4.7
0,570,4.6
0,572,4.6
0,574,4.6
0,576,4.6
0,578,4.6
0,580,4.5
2,0,5.5
2,2,5.5
2,4,5.5
2,6,5.5
2,8,5.5
2,10,5.5
2,12,5.5
2,14,5.5
2,16,5.4
2,18,5.4
2,20,5.4
2,22,5.4
2,24,5.3
2,26,5.3
2,28,5.3
2,30,5.3
2,32,5.3
2,34,5.3
2,36,5.3
2,38,5.3
2,40,5.4
2,42,5.4
2,44,5.4
2,46,5.4
2,48,5.4
2,50,5.4
2,52,5.5
2,54,5.5
2,56,5.5
2,58,5.6
2,60,5.6
2,62,5.7
2,64,5.7
2,66,5.8
2,68,5.8
2,70,5.9
2,72,6
2,74,6
2,76,6
2,78,6
2,80,6
2,82,6
2,84,6
2,86,6
2,88,6
2,90,6
2,92,6.1
2,94,6.1
2,96,6.1
2,98,6
2,100,6
2,102,6
2,104,6
2,106,6
2,108,6
2,110,6
2,112,5.9
2,114,5.9
2,116,5.9
2,118,5.8
2,120,5.8
2,122,5.7
2,124,5.7
2,126,5.7
2,128,5.6
2,130,5.6
2,132,5.6
2,134,5.5
2,136,5.5
2,138,5.4
2,140,5.4
2,142,5.3
2,144,5.3
2,146,5.2
2,148,5.2
2,150,5.2
2,152,5.1
2,154,5.1
2,156,5.2
2,158,5.2
2,160,5.3
2,162,5.3
2,164,5.4
2,166,5.4
2,168,5.5
2,170,5.5
2,172,5.6
2,174,5.6
2,176,5.7
2,178,5.7
2,180,5.7
2,182,5.8
2,184,5.8
2,186,5.9
2,188,5.9
2,190,5.9
2,192,6
2,194,6.1
2,196,6.2
2,198,6.2
2,200,6.2
2,202,6.2
2,204,6.2
2,206,6.3
2,208,6.3
2,210,6.3
2,212,6.3
2,214,6.3
2,216,6.2
2,218,6.2
2,220,6.2
2,222,6.2
2,224,6.1
2,226,6.1
2,228,6.1
2,230,6
2,232,6
2,234,5.9
2,236,5.8
2,238,5.8
2,240,5.7
2,242,5.7
2,244,5.6
2,246,5.6
2,248,5.5
2,250,5.5
2,252,5.4
2,254,5.4
2,256,5.4
2,258,5.4
2,260,5.4
2,262,5.4
2,264,5.5
2,266,5.5
2,268,5.5
2,270,5.5
2,272,5.5
2,274,5.5
2,276,5.5
2,278,5.5
2,280,5.5
2,282,5.5
2,284,5.5
2,286,5.5
2,288,5.5
2,290,5.5
2,292,5.5
2,294,5.5
2,296,5.5
2,298,5.6
2,300,5.6
2,302,5.6
2,304,5.7
2,306,5.7
2,308,5.8
2,310,5.8
2,312,5.9
2,314,5.9
2,316,6
2,318,6.1
2,320,6.1
2,322,6.1
2,324,6.1
2,326,6.2
2,328,6.2
2,330,6.2
2,332,6.2
2,334,6.3
2,336,6.3
2,338,6.3
2,340,6.3
2,342,6.3
2,344,6.3
2,346,6.2
2,348,6.2
2,350,6.2
2,352,6.2
2,354,6.2
2,356,6.1
2,358,6.1
2,360,6
2,362,5.9
2,364,5.8
2,366,5.8
2,368,5.7
2,370,5.6
2,372,5.6
2,374,5.5
2,376,5.4
2,378,5.5
2,380,5.5
2,382,5.5
2,384,5.5
2,386,5.5
2,388,5.5
2,390,5.5
2,392,5.5
2,394,5.6
2,396,5.6
2,398,5.7
2,400,5.7
2,402,5.8
2,404,5.8
2,406,5.9
2,408,5.9
2,410,6
2,412,6
2,414,6
2,416,6.1
2,418,6.1
2,420,6.1
2,422,6.1
2,424,6
2,426,6
2,428,6
2,430,6
2,432,6
2,434,5.9
2,436,5.9
2,438,5.8
2,440,5.7
2,442,5.7
2,444,5.6
2,446,5.5
2,448,5.5
2,450,5.4
2,452,5.4
2,454,5.3
2,456,5.3
2,458,5.2
2,460,5.1
2,462,5.1
2,464,5.1
2,466,5.1
2,468,5.1
2,470,5.1
2,472,5.1
2,474,5.1
2,476,5.1
2,478,5.1
2,480,5.1
2,482,5.1
2,484,5.1
2,486,5.1
2,488,5.1
2,490,5.1
2,492,5.1
2,494,5.1
2,496,5.2
2,498,5.2
2,500,5.2
2,502,5.2
2,504,5.2
2,506,5.2
2,508,5.2
2,510,5.2
2,512,5.2
2,514,5.2
2,516,5.3
2,518,5.3
2,520,5.3
2,522,5.2
2,524,5.2
2,526,5.2
2,528,5.2
2,530,5.2
2,532,5.2
2,534,5.2
2,536,5.1
2,538,5.1
2,540,5.1
2,542,5
2,544,5
2,546,5
2,548,4.9
2,550,4.9
2,552,4.9
2,554,4.8
2,556,4.8
2,558,4.8
2,560,4.7
2,562,4.7
2,564,4.7
2,566,4.7
2,568,4.7
2,570,4.7
2,572,4.6
2,574,4.6
2,576,4.6
2,578,4.6
2,580,4.6
4,0,5.5
4,2,5.5
4,4,5.5
4,6,5.5
4,8,5.5
4,10,5.5
4,12,5.5
4,14,5.4
4,16,5.4
4,18,5.4
4,20,5.4
4,22,5.4
4,24,5.3
4,26,5.3
4,28,5.3
4,30,5.3
4,32,5.3
4,34,5.3
4,36,5.3
4,38,5.3
4,40,5.4
4,42,5.4
4,44,5.4
4,46,5.4
4,48,5.4
4,50,5.4
4,52,5.4
4,54,5.5
4,56,5.5
4,58,5.5
4,60,5.6
4,62,5.6
4,64,5.7
4,66,5.7
4,68,5.8
4,70,5.8
4,72,5.9
4,74,5.9
4,76,5.9
4,78,5.9
4,80,5.9
4,82,6
4,84,6
4,86,6
4,88,6
4,90,6
4,92,6
4,94,6
4,96,6
4,98,6
4,100,6
4,102,6
4,104,6
4,106,6
4,108,6
4,110,5.9
4,112,5.9
4,114,5.9
4,116,5.8
4,118,5.8
4,120,5.8
4,122,5.7
4,124,5.7
4,126,5.7
4,128,5.6
4,130,5.6
4,132,5.6
4,134,5.5
4,136,5.5
4,138,5.4
4,140,5.4
4,142,5.4
4,144,5.3
4,146,5.3
4,148,5.2
4,150,5.2
4,152,5.2
4,154,5.2
4,156,5.2
4,158,5.2
4,160,5.3
4,162,5.3
4,164,5.4
4,166,5.4
4,168,5.5
4,170,5.5
4,172,5.6
4,174,5.6
4,176,5.7
4,178,5.7
4,180,5.7
4,182,5.8
4,184,5.8
4,186,5.8
4,188,5.9
4,190,5.9
4,192,6
4,194,6.1
4,196,6.1
4,198,6.2
4,200,6.2
4,202,6.2
4,204,6.3
4,206,6.3
4,208,6.3
4,210,6.3
4,212,6.3
4,214,6.3
4,216,6.2
4,218,6.2
4,220,6.2
4,222,6.2
4,224,6.1
4,226,6.1
4,228,6.1
4,230,6
4,232,6
4,234,5.9
4,236,5.8
4,238,5.8
4,240,5.7
4,242,5.6
4,244,5.6
4,246,5.5
4,248,5.5
4,250,5.5
4,252,5.4
4,254,5.4
4,256,5.4
4,258,5.5
4,260,5.5
4,262,5.5
4,264,5.5
4,266,5.5
4,268,5.5
4,270,5.5
4,272,5.5
4,274,5.5
4,276,5.5
4,278,5.5
4,280,5.5
4,282,5.5
4,284,5.5
4,286,5.5
4,288,5.5
4,290,5.5
4,292,5.5
4,294,5.5
4,296,5.6
4,298,5.6
4,300,5.6
4,302,5.6
4,304,5.7
4,306,5.7
4,308,5.8
4,310,5.8
4,312,5.9
4,314,5.9
4,316,6
4,318,6
4,320,6.1
4,322,6.1
4,324,6.1
4,326,6.1
4,328,6.2
4,330,6.2
4,332,6.2
4,334,6.2
4,336,6.2
4,338,6.2
4,340,6.2
4,342,6.2
4,344,6.2
4,346,6.2
4,348,6.2
4,350,6.2
4,352,6.2
4,354,6.2
4,356,6.1
4,358,6
4,360,5.9
4,362,5.9
4,364,5.8
4,366,5.7
4,368,5.7
4,370,5.6
4,372,5.6
4,374,5.5
4,376,5.5
4,378,5.5
4,380,5.5
4,382,5.5
4,384,5.5
4,386,5.5
4,388,5.5
4,390,5.5
4,392,5.5
4,394,5.6
4,396,5.6
4,398,5.7
4,400,5.7
4,402,5.8
4,404,5.8
4,406,5.9
4,408,5.9
4,410,5.9
4,412,6
4,414,6
4,416,6.1
4,418,6.1
4,420,6.1
4,422,6.1
4,424,6
4,426,6
4,428,6
4,430,6
4,432,5.9
4,434,5.9
4,436,5.9
4,438,5.8
4,440,5.7
4,442,5.7
4,444,5.6
4,446,5.5
4,448,5.5
4,450,5.4
4,452,5.4
4,454,5.3
4,456,5.2
4,458,5.2
4,460,5.1
4,462,5.1
4,464,5.1
4,466,5.1
4,468,5.1
4,470,5.1
4,472,5.1
4,474,5
4,476,5
4,478,5
4,480,5
4,482,5
4,484,5
4,486,5
4,488,5
4,490,5.1
4,492,5.1
4,494,5.1
4,496,5.1
4,498,5.1
4,500,5.1
4,502,5.2
4,504,5.2
4,506,5.2
4,508,5.2
4,510,5.2
4,512,5.2
4,514,5.2
4,516,5.2
4,518,5.2
4,520,5.2
4,522,5.2
4,524,5.2
4,526,5.2
4,528,5.2
4,530,5.2
4,532,5.2
4,534,5.1
4,536,5.1
4,538,5.1
4,540,5.1
4,542,5
4,544,5
4,546,5
4,548,4.9
4,550,4.9
4,552,4.9
4,554,4.8
4,556,4.8
4,558,4.8
4,560,4.8
4,562,4.7
4,564,4.7
4,566,4.7
4,568,4.7
4,570,4.7
4,572,4.7
4,574,4.7
4,576,4.6
4,578,4.6
4,580,4.6
6,0,5.5
6,2,5.5
6,4,5.5
6,6,5.5
6,8,5.5
6,10,5.5
6,12,5.5
6,14,5.4
6,16,5.4
6,18,5.4
6,20,5.4
6,22,5.3
6,24,5.3
6,26,5.3
6,28,5.3
6,30,5.3
6,32,5.3
6,34,5.3
6,36,5.3
6,38,5.4
6,40,5.4
6,42,5.4
6,44,5.4
6,46,5.4
6,48,5.4
6,50,5.4
6,52,5.4
6,54,5.5
6,56,5.5
6,58,5.5
6,60,5.6
6,62,5.6
6,64,5.7
6,66,5.7
6,68,5.7
6,70,5.8
6,72,5.8
6,74,5.9
6,76,5.9
6,78,5.9
6,80,5.9
6,82,5.9
6,84,5.9
6,86,5.9
6,88,6
6,90,6
6,92,6
6,94,6
6,96,6
6,98,6
6,100,6
6,102,6
6,104,6
6,106,6
6,108,5.9
6,110,5.9
6,112,5.9
6,114,5.8
6,116,5.8
6,118,5.8
6,120,5.7
6,122,5.7
6,124,5.7
6,126,5.7
6,128,5.6
6,130,5.6
6,132,5.6
6,134,5.5
6,136,5.5
6,138,5.4
6,140,5.4
6,142,5.4
6,144,5.3
6,146,5.3
6,148,5.2
6,150,5.2
6,152,5.2
6,154,5.2
6,156,5.2
6,158,5.2
6,160,5.3
6,162,5.3
6,164,5.4
6,166,5.4
6,168,5.5
6,170,5.5
6,172,5.5
6,174,5.6
6,176,5.6
6,178,5.7
6,180,5.7
6,182,5.7
6,184,5.8
6,186,5.8
6,188,5.9
6,190,5.9
6,192,6
6,194,6.1
6,196,6.1
6,198,6.2
6,200,6.2
6,202,6.3
6,204,6.3
6,206,6.3
6,208,6.3
6,210,6.3
6,212,6.3
6,214,6.3
6,216,6.2
6,218,6.2
6,220,6.2
6,222,6.2
6,224,6.1
6,226,6.1
6,228,6.1
6,230,6
6,232,6
6,234,5.9
6,236,5.8
6,238,5.7
6,240,5.7
6,242,5.6
6,244,5.6
6,246,5.5
6,248,5.5
6,250,5.5
6,252,5.5
6,254,5.5
6,256,5.5
6,258,5.5
6,260,5.5
6,262,5.5
6,264,5.5
6,266,5.5
6,268,5.5
6,270,5.5
6,272,5.5
6,274,5.5
6,276,5.5
6,278,5.5
6,280,5.5
6,282,5.6
6,284,5.6
6,286,5.6
6,288,5.6
6,290,5.6
6,292,5.6
6,294,5.6
6,296,5.6
6,298,5.6
6,300,5.6
6,302,5.6
6,304,5.7
6,306,5.7
6,308,5.8
6,310,5.8
6,312,5.8
6,314,5.9
6,316,6
6,318,6
6,320,6
6,322,6.1
6,324,6.1
6,326,6.1
6,328,6.1
6,330,6.2
6,332,6.2
6,334,6.2
6,336,6.2
6,338,6.2
6,340,6.2
6,342,6.2
6,344,6.2
6,346,6.2
6,348,6.2
6,350,6.2
6,352,6.1
6,354,6.1
6,356,6
6,358,6
6,360,5.9
6,362,5.8
6,364,5.8
6,366,5.7
6,368,5.7
6,370,5.6
6,372,5.5
6,374,5.5
6,376,5.5
6,378,5.5
6,380,5.5
6,382,5.5
6,384,5.5
6,386,5.5
6,388,5.5
6,390,5.5
6,392,5.6
6,394,5.6
6,396,5.6
6,398,5.7
6,400,5.7
6,402,5.8
6,404,5.8
6,406,5.9
6,408,5.9
6,410,5.9
6,412,6
6,414,6
6,416,6.1
6,418,6.1
6,420,6.1
6,422,6.1
6,424,6
6,426,6
6,428,6
6,430,6
6,432,5.9
6,434,5.9
6,436,5.8
6,438,5.8
6,440,5.7
6,442,5.7
6,444,5.6
6,446,5.5
6,448,5.5
6,450,5.4
6,452,5.4
6,454,5.3
6,456,5.2
6,458,5.2
6,460,5.1
6,462,5.1
6,464,5.1
6,466,5
6,468,5
6,470,5
6,472,5
6,474,5
6,476,5
6,478,5
6,480,5
6,482,5
6,484,5
6,486,5
6,488,5
6,490,5
6,492,5
6,494,5
6,496,5.1
6,498,5.1
6,500,5.1
6,502,5.1
6,504,5.1
6,506,5.2
6,508,5.2
6,510,5.2
6,512,5.2
6,514,5.2
6,516,5.2
6,518,5.2
6,520,5.2
6,522,5.2
6,524,5.2
6,526,5.2
6,528,5.2
6,530,5.1
6,532,5.1
6,534,5.1
6,536,5.1
6,538,5.1
6,540,5
6,542,5
6,544,5
6,546,5
6,548,4.9
6,550,4.9
6,552,4.9
6,554,4.8
6,556,4.8
6,558,4.8
6,560,4.8
6,562,4.8
6,564,4.7
6,566,4.7
6,568,4.7
6,570,4.7
6,572,4.7
6,574,4.7
6,576,4.7
6,578,4.6
6,580,4.6
8,0,5.5
8,2,5.5
8,4,5.5
8,6,5.5
8,8,5.5
8,10,5.5
8,12,5.4
8,14,5.4
8,16,5.4
8,18,5.4
8,20,5.4
8,22,5.3
8,24,5.3
8,26,5.3
8,28,5.3
8,30,5.3
8,32,5.3
8,34,5.3
8,36,5.4
8,38,5.4
8,40,5.4
8,42,5.4
8,44,5.4
8,46,5.4
8,48,5.4
8,50,5.4
8,52,5.4
8,54,5.4
8,56,5.5
8,58,5.5
8,60,5.5
8,62,5.6
8,64,5.6
8,66,5.7
8,68,5.7
8,70,5.7
8,72,5.8
8,74,5.8
8,76,5.8
8,78,5.9
8,80,5.9
8,82,5.9
8,84,5.9
8,86,5.9
8,88,5.9
8,90,5.9
8,92,6
8,94,6
8,96,6
8,98,6
8,100,6
8,102,6
8,104,6
8,106,5.9
8,108,5.9
8,110,5.9
8,112,5.9
8,114,5.8
8,116,5.8
8,118,5.8
8,120,5.7
8,122,5.7
8,124,5.7
8,126,5.6
8,128,5.6
8,130,5.6
8,132,5.6
8,134,5.5
8,136,5.5
8,138,5.5
8,140,5.4
8,142,5.4
8,144,5.3
8,146,5.3
8,148,5.3
8,150,5.2
8,152,5.2
8,154,5.2
8,156,5.2
8,158,5.3
8,160,5.3
8,162,5.3
8,164,5.4
8,166,5.4
8,168,5.5
8,170,5.5
8,172,5.5
8,174,5.6
8,176,5.6
8,178,5.6
8,180,5.7
8,182,5.7
8,184,5.7
8,186,5.8
8,188,5.9
8,190,5.9
8,192,6
8,194,6.1
8,196,6.1
8,198,6.2
8,200,6.2
8,202,6.3
8,204,6.3
8,206,6.3
8,208,6.3
8,210,6.3
8,212,6.3
8,214,6.3
8,216,6.3
8,218,6.2
8,220,6.2
8,222,6.2
8,224,6.1
8,226,6.1
8,228,6
8,230,6
8,232,5.9
8,234,5.9
8,236,5.8
8,238,5.7
8,240,5.7
8,242,5.6
8,244,5.6
8,246,5.5
8,248,5.5
8,250,5.5
8,252,5.5
8,254,5.5
8,256,5.5
8,258,5.5
8,260,5.5
8,262,5.5
8,264,5.5
8,266,5.5
8,268,5.6
8,270,5.6
8,272,5.6
8,274,5.6
8,276,5.6
8,278,5.6
8,280,5.6
8,282,5.6
8,284,5.6
8,286,5.6
8,288,5.6
8,290,5.6
8,292,5.6
8,294,5.6
8,296,5.6
8,298,5.6
8,300,5.6
8,302,5.6
8,304,5.7
8,306,5.7
8,308,5.7
8,310,5.8
8,312,5.8
8,314,5.9
8,316,5.9
8,318,6
8,320,6
8,322,6
8,324,6.1
8,326,6.1
8,328,6.1
8,330,6.1
8,332,6.2
8,334,6.2
8,336,6.2
8,338,6.2
8,340,6.2
8,342,6.2
8,344,6.2
8,346,6.2
8,348,6.2
8,350,6.1
8,352,6.1
8,354,6.1
8,356,6
8,358,5.9
8,360,5.9
8,362,5.8
8,364,5.7
8,366,5.7
8,368,5.6
8,370,5.6
8,372,5.5
8,374,5.5
8,376,5.5
8,378,5.5
8,380,5.5
8,382,5.5
8,384,5.5
8,386,5.5
8,388,5.5
8,390,5.5
8,392,5.6
8,394,5.6
8,396,5.6
8,398,5.7
8,400,5.7
8,402,5.8
8,404,5.8
8,406,5.9
8,408,5.9
8,410,5.9
8,412,6
8,414,6
8,416,6
8,418,6.1
8,420,6.1
8,422,6
8,424,6
8,426,6
8,428,6
8,430,6
8,432,5.9
8,434,5.9
8,436,5.8
8,438,5.8
8,440,5.7
8,442,5.7
8,444,5.6
8,446,5.5
8,448,5.5
8,450,5.4
8,452,5.3
8,454,5.3
8,456,5.2
8,458,5.2
8,460,5.1
8,462,5.1
8,464,5
8,466,5
8,468,5
8,470,5
8,472,5
8,474,5
8,476,5
8,478,4.9
8,480,4.9
8,482,4.9
8,484,4.9
8,486,5
8,488,5
8,490,5
8,492,5
8,494,5
8,496,5
8,498,5
8,500,5.1
8,502,5.1
8,504,5.1
8,506,5.1
8,508,5.1
8,510,5.1
8,512,5.1
8,514,5.1
8,516,5.2
8,518,5.2
8,520,5.2
8,522,5.2
8,524,5.2
8,526,5.2
8,528,5.1
8,530,5.1
8,532,5.1
8,534,5.1
8,536,5.1
8,538,5.1
8,540,5
8,542,5
8,544,5
8,546,5
8,548,4.9
8,550,4.9
8,552,4.9
8,554,4.8
8,556,4.8
8,558,4.8
8,560,4.8
8,562,4.8
8,564,4.8
8,566,4.7
8,568,4.7
8,570,4.7
8,572,4.7
8,574,4.7
8,576,4.7
8,578,4.7
8,580,4.6
10,0,5.5
10,2,5.5
10,4,5.5
10,6,5.4
10,8,5.4
10,10,5.4
10,12,5.4
10,14,5.4
10,16,5.4
10,18,5.4
10,20,5.4
10,22,5.3
10,24,5.3
10,26,5.3
10,28,5.3
10,30,5.3
10,32,5.3
10,34,5.3
10,36,5.4
10,38,5.4
10,40,5.4
10,42,5.4
10,44,5.4
10,46,5.4
10,48,5.4
10,50,5.4
10,52,5.4
10,54,5.4
10,56,5.4
10,58,5.5
10,60,5.5
10,62,5.5
10,64,5.6
10,66,5.6
10,68,5.7
10,70,5.7
10,72,5.7
10,74,5.8
10,76,5.8
10,78,5.8
10,80,5.8
10,82,5.8
10,84,5.9
10,86,5.9
10,88,5.9
10,90,5.9
10,92,5.9
10,94,5.9
10,96,6
10,98,6
10,100,6
10,102,6
10,104,5.9
10,106,5.9
10,108,5.9
10,110,5.9
10,112,5.8
10,114,5.8
10,116,5.8
10,118,5.7
10,120,5.7
10,122,5.7
10,124,5.7
10,126,5.6
10,128,5.6
10,130,5.6
10,132,5.5
10,134,5.5
10,136,5.5
10,138,5.5
10,140,5.4
10,142,5.4
10,144,5.3
10,146,5.3
10,148,5.3
10,150,5.3
10,152,5.2
10,154,5.2
10,156,5.3
10,158,5.3
10,160,5.3
10,162,5.3
10,164,5.4
10,166,5.4
10,168,5.5
10,170,5.5
10,172,5.5
10,174,5.5
10,176,5.6
10,178,5.6
10,180,5.6
10,182,5.7
10,184,5.7
10,186,5.8
10,188,5.8
10,190,5.9
10,192,6
10,194,6
10,196,6.1
10,198,6.2
10,200,6.2
10,202,6.3
10,204,6.3
10,206,6.3
10,208,6.3
10,210,6.3
10,212,6.3
10,214,6.3
10,216,6.3
10,218,6.2
10,220,6.2
10,222,6.2
10,224,6.1
10,226,6.1
10,228,6
10,230,6
10,232,5.9
10,234,5.9
10,236,5.8
10,238,5.7
10,240,5.7
10,242,5.6
10,244,5.6
10,246,5.5
10,248,5.5
10,250,5.5
10,252,5.5
10,254,5.5
10,256,5.5
10,258,5.5
10,260,5.6
10,262,5.6
10,264,5.6
10,266,5.6
10,268,5.6
10,270,5.6
10,272,5.6
10,274,5.6
10,276,5.6
10,278,5.6
10,280,5.6
10,282,5.6
10,284,5.6
10,286,5.6
10,288,5.6
10,290,5.6
10,292,5.6
10,294,5.6
10,296,5.6
10,298,5.6
10,300,5.6
10,302,5.6
10,304,5.6
10,306,5.7
10,308,5.7
10,310,5.8
10,312,5.8
10,314,5.9
10,316,5.9
10,318,5.9
10,320,6
10,322,6
10,324,6.1
10,326,6.1
10,328,6.1
10,330,6.1
10,332,6.1
10,334,6.1
10,336,6.2
10,338,6.2
10,340,6.2
10,342,6.2
10,344,6.2
10,346,6.2
10,348,6.1
10,350,6.1
10,352,6.1
10,354,6
10,356,6
10,358,5.9
10,360,5.8
10,362,5.8
10,364,5.7
10,366,5.7
10,368,5.6
10,370,5.6
10,372,5.5
10,374,5.5
10,376,5.5
10,378,5.5
10,380,5.5
10,382,5.5
10,384,5.5
10,386,5.5
10,388,5.5
10,390,5.5
10,392,5.6
10,394,5.6
10,396,5.6
10,398,5.7
10,400,5.7
10,402,5.8
10,404,5.8
10,406,5.9
10,408,5.9
10,410,6
10,412,6
10,414,6
10,416,6
10,418,6
10,420,6
10,422,6
10,424,6
10,426,6
10,428,6
10,430,6
10,432,5.9
10,434,5.9
10,436,5.8
10,438,5.8
10,440,5.7
10,442,5.7
10,444,5.6
10,446,5.5
10,448,5.5
10,450,5.4
10,452,5.3
10,454,5.3
10,456,5.2
10,458,5.1
10,460,5.1
10,462,5.1
10,464,5
10,466,5
10,468,5
10,470,5
10,472,4.9
10,474,4.9
10,476,4.9
10,478,4.9
10,480,4.9
10,482,4.9
10,484,4.9
10,486,4.9
10,488,4.9
10,490,4.9
10,492,4.9
10,494,5
10,496,5
10,498,5
10,500,5
10,502,5.1
10,504,5.1
10,506,5.1
10,508,5.1
10,510,5.1
10,512,5.1
10,514,5.1
10,516,5.1
10,518,5.1
10,520,5.1
10,522,5.1
10,524,5.1
10,526,5.1
10,528,5.1
10,530,5.1
10,532,5.1
10,534,5.1
10,536,5.1
10,538,5
10,540,5
10,542,5
10,544,5
10,546,5
10,548,4.9
10,550,4.9
10,552,4.9
10,554,4.8
10,556,4.8
10,558,4.8
10,560,4.8
10,562,4.8
10,564,4.8
10,566,4.8
10,568,4.7
10,570,4.7
10,572,4.7
10,574,4.7
10,576,4.7
10,578,4.7
10,580,4.7
12,0,5.4
12,2,5.4
12,4,5.4
12,6,5.4
12,8,5.4
12,10,5.4
12,12,5.4
12,14,5.4
12,16,5.4
12,18,5.4
12,20,5.3
12,22,5.3
12,24,5.3
12,26,5.3
12,28,5.3
12,30,5.3
12,32,5.3
12,34,5.4
12,36,5.4
12,38,5.4
12,40,5.4
12,42,5.4
12,44,5.4
12,46,5.4
12,48,5.4
12,50,5.4
12,52,5.4
12,54,5.4
12,56,5.4
12,58,5.4
12,60,5.5
12,62,5.5
12,64,5.5
12,66,5.6
12,68,5.6
12,70,5.6
12,72,5.7
12,74,5.7
12,76,5.7
12,78,5.7
12,80,5.8
12,82,5.8
12,84,5.8
12,86,5.8
12,88,5.8
12,90,5.9
12,92,5.9
12,94,5.9
12,96,5.9
12,98,5.9
12,100,5.9
12,102,5.9
12,104,5.9
12,106,5.9
12,108,5.9
12,110,5.8
12,112,5.8
